Class of,College,IPED,Admission Decision,GPA,SAT Single,SAT Super,SAT CR,SAT M,__ SAT W,ACT,Sub Test 1,Sub Test 2,Major,AP/IB/Coll,Honors,App Deadline,Home State,HS Level,Merit Scholarship,URM
2020,Appalachian State University,197869,Accepted  ,3.82,1220,1260,690,570,,,,,Business  ,6,8,EA  ,NC,PrivA,"$8,000 ",
2020,Appalachian State University,197869,Accepted  ,3.13,1210,1210,650,560,,26,,,Psychology ,11,13,EA  ,NC, PubR,,
2020,Appalachian State University,197869,Accepted  ,3.5,,,,,,23,,,Nursing,1,20,EA  ,NC,PubA,,
2017,Aquinas College,124292,Accepted  ,3.63,,,,,,,,,Engineering - Biomedical,,,,MI, PubR,,
2018,Arcadia University,211088,Accepted  ,2.85,,,,,,27,,,English  ,0,26,,NJ, PubR,,
2016,Arcadia University,211088,Accepted  ,2.92,,1600,520,590,490,,,,Education - Elementary,,,,NJ, PubR,,
2017,Arcadia University,211088,Accepted  ,2.43,,,,,,,,,Business   ,0,0,,NJ,PubA,,
2016,Arcadia University,211088,Accepted  ,3.86,,1630,540,520,570,,,,,2,16,,NJ,PubA,"$68,000 ",
2018,Arcadia University,211088,Accepted  ,3.85,,1410,680,730,,,,,Education - Secondary ,4,8,EA  ,NJ,PrivA,"$100,000 ",
2019,Arcadia University,211088,Accepted  ,2.65,,,,,,21,,,Business   ,2,2,,CA, PubR,,
2016,Arizona State University,104151,Accepted  ,3.03,,,,,,,,,Psychology,6,4,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.71,,1150,610,540,,,,,Environmental Science  ,13,2,,CA,PubA,,
2018,Arizona State University,104151,Accepted  ,2.72,,,,,,25,,,Business - Marketing,0,6,,CA, PubR,,checked
2017,Arizona State University,104151,Accepted  ,3.05,,,,,,,,,Hearing Science,,,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.8,,1390,690,700,,,,,Biology  ,8,7,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.54,,,,,,27,,,History,10,14,,CA,PrivA,,
2018,Arizona State University,104151,Accepted  ,3.45,,1370,640,730,,27,,,Kinesiology - Exercise Science,4,10,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,2.88,,,,,,,,,Aviation,0,0,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.95,,1390,730,660,,,,,Engineering - Mechanical ,18,9,,CA, PubR,,
2016,Arizona State University,104151,Accepted  ,3.33,,1530,440,590,500,,,,Business   ,6,4,,CA,PrivA,"$50,000 ",
2019,Arizona State University,104151,Accepted  ,2.91,,1030,510,520,,,,,Computer Science ,8,,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,2.65,,,,,,21,,,Business   ,2,2,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.5,,,,,,31,,,Business   ,8,2,,CA, PubR,"$58,000 ",
2015,Arizona State University,104151,Accepted  ,2.42,1520,1550,480,560,510,,,,Engineering - Mechanical ,2,0,,CA,PrivR,,
2017,Arizona State University,104151,Accepted  ,3,,,,,,,,,Political Science,6,12,,CA, PubR,"$28,000 ",
2017,Arizona State University,104151,Accepted  ,2.93,,,,,,,,,Kinesiology,6,4,,CA, PubR,,
2015,Arizona State University,104151,Accepted  ,3.55,1900,1900,620,580,700,,,,Sociology,12,6,,CA, PubR,"$48,000 ",
2019,Arizona State University,104151,Accepted  ,3.47,,1570,770,800,,,800,740,Biochemistry   ,18,12,,CA, PubR,,checked
2015,Arizona State University,104151,Accepted  ,3.68,1770,1810,590,540,680,,,,,6,10,,WA, PubR,,checked
2019,Arizona State University,104151,Accepted  ,3.55,1210,,620,590,,,,,Business - Marketing,6,4,,CA, PubR,,
2016,Arizona State University,104151,Accepted  ,2.61,,1440,450,490,500,,,,Business - Marketing,,,,CA,PrivA,,
2018,Arizona State University,104151,Accepted  ,3.58,,,,,,28,,,Nursing,10,20,,CA,PrivR,,
2017,Arizona State University,104151,Accepted  ,2,,1080,530,550,,,,,Undecided,0,0,,CA, PubR,"$48,000 ",
2019,Arizona State University,104151,Accepted  ,3.22,,880,450,430,,,,,Film - Production,,,,CA,PubA,,checked
2016,Arizona State University,104151,Accepted  ,3.31,,1970,650,670,650,,,,Economics ,10,22,,CA,PrivR,,
2018,Arizona State University,104151,Accepted  ,2.6,,1490,700,790,,,,,Computer Science ,15,11,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.15,,1100,580,520,,,,,Biology - Pharmacology/Toxicology,0,12,,MA,PubA,"$32,000 ",
2019,Arizona State University,104151,Accepted  ,4,,,,,,34,740,720,Engineering ,18,4,,WA,PubA,,
2017,Arizona State University,104151,Accepted  ,3.9,,,,,,,,,Business - Marketing,5,14,EA  ,NC,PubA,"$52,000 ",
2018,Arizona State University,104151,Accepted  ,3.95,,1430,680,750,,32,,,Biology  ,24,10,,CA, PubR,"$62,000 ",
2015,Arizona State University,104151,Accepted  ,3.68,1770,1810,590,540,680,,,,,6,10,,WA, PubR,,
2015,Arizona State University,104151,Accepted  ,2.61,1380,1380,400,490,490,,,,Communication,7,,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.25,,1030,470,560,,,,,Education ,0,0,,CA,PrivR,,checked
2017,Arizona State University,104151,Not Accepted,3.68,,,660,760,,,760,700,Business   ,17,16,,CA,PrivR,,
2017,Arizona State University,104151,Accepted  ,3.65,,,,,,,,,Journalism,12,8,,CA,PrivR,,
2016,Arizona State University,104151,Accepted  ,3.7,,1800,690,500,610,,,,Anthropology ,,,,CA,PrivA,,
2016,Arizona State University,104151,Accepted  ,2.05,,1190,350,460,380,,,,Business   ,,,,CA,PrivA,"$76,000 ",
2015,Arizona State University,104151,Accepted  ,3.3,,,,,,,,,Education - Elementary,4,10,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.5,,,,,,25,,,Biology  ,6,12,,CA,PubA,"$58,000 ",
2019,Arizona State University,104151,Accepted  ,3.6,,,,,,27,,,Journalism,12,8,,CA, PubR,"$58,000 ",
2018,Arizona State University,104151,Accepted  ,3.29,,1300,590,710,,,,,Computer Science ,22,,EA  ,CA, PubR,"$58,000 ",
2016,Arizona State University,104151,Accepted  ,3.12,,1630,530,530,570,,,,Business - Finance,,4,,CA,PrivA,,
2018,Arizona State University,104151,Accepted  ,3.15,,,,,,24,,,Architecture,2,3,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.5,,1460,750,710,,,,,,24,24,,VA, PubR,,checked
2019,Arizona State University,104151,Accepted  ,3.5,,,,,,24,,,Health Science,0,34,,FL,PrivA,,
2016,Arizona State University,104151,Accepted  ,3.44,,,,,,,,,Communication,8,,,NY,PubA,"$50,000 ",
2015,Arizona State University,104151,Accepted  ,3.5,2020,2080,700,690,690,,,,Italian,12,16,,NJ, PubR,,
2019,Arizona State University,104151,Accepted  ,3,,,,,,33,700,,Environmental Science  ,15,9,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,4,1310,1320,670,650,,24,,,Psychology,18,8,,CA, PubR,"$62,000 ",
2019,Arizona State University,104151,Accepted  ,3.3,1120,,,,,,,,Engineering ,14,10,EA  ,CO,PubA,,
2019,Arizona State University,104151,Accepted  ,3.91,,,,,,29,,,,4,0,,NM,PrivA,,
2019,Arizona State University,104151,Accepted  ,3.79,,,,,,30,,,Psychology,6,18,,NJ, PubR,"$62,000 ",
2018,Arizona State University,104151,Accepted  ,4,,,,,,31,,,History,4,0,,WA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.05,,,,,,29,,,Journalism,0,0,,IL, PubR,"$52,000 ",
2019,Arizona State University,104151,Accepted  ,2.25,,1200,640,560,,,,,Political Science,24,0,,NY,PubA,,
2019,Arizona State University,104151,Accepted  ,3.76,1560,,760,800,,,770,770,Computer Science ,24,10,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.63,,,,,,,,,Business   ,0,0,,CA,PrivA,,checked
2018,Arizona State University,104151,Accepted  ,2.85,,,,,,27,,,English  ,0,26,EA  ,NJ, PubR,,
2016,Arizona State University,104151,Accepted  ,3.37,,,,,,,,,Business - Finance,2,,,CA,PrivA,,
2017,Arizona State University,104151,Accepted  ,2.8,,,,,,,,,Psychology,0,0,,CA,PrivR,,checked
2018,Arizona State University,104151,Accepted  ,4,,1390,690,700,,,,,Business   ,12,0,,WA, PubR,,
2015,Arizona State University,104151,Accepted  ,2.63,,,,,,,,,Undecided,0,0,,CA, PubR,"$24,000 ",
2017,Arizona State University,104151,Accepted  ,3.68,,,660,760,,,760,700,Business   ,17,16,,CA,PrivR,,
2019,Arizona State University,104151,Accepted  ,3.61,,1290,630,660,,,580,580,Air Traffic Control Management ,4,14,,CA,PrivR,,checked
2017,Arizona State University,104151,Accepted  ,2.68,,,,,,,,,Business - Entrepreneurship,0,0,,CA,PrivR,,checked
2015,Arizona State University,104151,Accepted  ,3.62,1470,1470,470,500,500,,,,,0,0,,WA, PubR,"$48,000 ",
2019,Arizona State University,104151,Accepted  ,2.4,,1210,550,660,,,,,,14,8,,CA,PrivR,,
2017,Arizona State University,104151,Accepted  ,3,,,,,,,,,,6,4,,WA, PubR,"$56,000 ",checked
2017,Arizona State University,104151,Accepted  ,2.5,,,,,,,,,Business - Entrepreneurship,6,0,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.2,,1450,740,710,,,,,English - Creative Writing ,9,,,CA, PubR,"$14,000 ",
2017,Arizona State University,104151,Accepted  ,3.22,,,,,,,,,,4,2,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.25,,,,,,,,,Environmental Science  ,2,4,,CA,PrivA,,checked
2017,Arizona State University,104151,Accepted  ,3,,,,,,,,,Business   ,0,0,,CA,PrivA,,
2016,Arizona State University,104151,Accepted  ,3.93,,1740,570,630,540,,,,Biology  ,18,,,TX, PubR,,
2018,Arizona State University,104151,Accepted  ,3.6,,,,,,29,,,Film - Production,16,2,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.15,,1040,510,530,,,,,Business - Marketing,2,4,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.35,,,,,,20,,,Kinesiology - Exercise Science,,,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.13,1270,1270,630,640,,,,,Engineering - Civil,22,12,,TX, PubR,,
2018,Arizona State University,104151,Accepted  ,3.05,,,,,,22,,,Business - Fashion & Apparel Merchandising,2,2,,CA,PubA,"$8,000 ",
2018,Arizona State University,104151,Not Accepted,1.55,,1270,,,,,,,Engineering - Computer ,0,0,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.86,,,,,,29,,,Education - Elementary,12,10,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.45,,,,,,23,,,Business - Marketing,9,10,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.55,,,,,,33,,,Engineering ,6,,,WA,PrivA,,checked
2019,Arizona State University,104151,Accepted  ,3.67,,,,,,30,,,Computer Science ,8,16,EA  ,NJ, PubR,,
2018,Arizona State University,104151,Not Accepted,2.57,,1030,520,510,,,,,Art - Visual Arts,0,0,,WA,PrivR,,
2015,Arizona State University,104151,Accepted  ,3.5,,,,,,,,,Undecided,18,2,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.12,,,,,,,,,Business   ,10,2,,CA, PubR,,checked
2018,Arizona State University,104151,Accepted  ,3.1,,,,,,34,,,Engineering - Aero,6,0,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.78,,,,,,29,,,,8,6,,WA,PubA,"$32,000 ",
2019,Arizona State University,104151,Accepted  ,3.67,1370,1390,680,710,,,,,Undecided - Liberal Arts & Sciences,7,2,EA  ,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,2.83,,1600,800,800,,,,,Fashion Merchandising,2,,EA  ,CA,PubA,,
2019,Arizona State University,104151,Accepted  ,3.91,,,,,,33,780,620,Engineering ,16,10,,WA, PubR,"$64,000 ",
2018,Arizona State University,104151,Accepted  ,2.6,,1180,630,550,,,,,Journalism,0,4,,CA,PrivR,,
2018,Arizona State University,104151,Not Accepted,2.53,,1140,610,530,,20,,,Music - Performance,,2,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.95,,,,,,,,,Undecided,6,1,,CA,PubA,"$28,000 ",
2018,Arizona State University,104151,Accepted  ,3.7,,,580,540,,,,,Undecided,12,2,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.9,,1290,630,660,,,,,Nursing,8,4,,CA,PubA,,
2018,Arizona State University,104151,Accepted  ,3.14,,1200,620,580,,26,,,Political Science,14,11,,TX,PubA,,
2019,Arizona State University,104151,Accepted  ,3.95,1270,1270,630,640,,,,,Undecided,,,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.33,,940,480,460,,,,,Aeronautical Management Technology ,4,0,,CA,PrivA,,
2017,Arizona State University,104151,Accepted  ,3.66,,,,,,,,,Business   ,2,6,,CA, PubR,"$52,000 ",checked
2015,Arizona State University,104151,Accepted  ,3.04,1640,1640,590,560,490,,,,Undecided,0,0,,CA,PrivA,,
2019,Arizona State University,104151,Accepted  ,2.9,,1360,700,660,,,,,Business - Real Estate,,,,CA, PubR,"$58,000 ",
2019,Arizona State University,104151,Accepted  ,3.25,1380,1380,680,700,,32,,,Business   ,10,8,,TX, PubR,,
2019,Arizona State University,104151,Accepted  ,3,,1330,670,660,,,,,,12,10,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,2.25,,1070,550,520,,,,,Dance,0,0,,CA,PubA,,
2018,Arizona State University,104151,Accepted  ,3.82,,,,,,34,800,710,Engineering - Mechanical ,23,10,,CA, PubR,,
2016,Arizona State University,104151,Accepted  ,2.6,,1590,480,560,550,,,,Communication,7,,,CA,PubA,,
2015,Arizona State University,104151,Accepted  ,2.65,,,,,,,,,Undecided,2,4,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.5,,,,,,,,,Psychology,8,,,CA,PubA,,
2018,Arizona State University,104151,Accepted  ,3.8,,,,,,28,,,Kinesiology - Exercise Science,6,4,,CA,PubA,,
2016,Arizona State University,104151,Accepted  ,2.59,,1490,540,520,430,,,,,,,,CA,PrivR,,
2015,Arizona State University,104151,Accepted  ,2.28,,,,,,,,,,0,0,,CA,PrivR,"$28,000 ",
2016,Arizona State University,104151,Accepted  ,3.75,,,,,,,770,640,Business - Administration ,22,18,,CA, PubR,"$140,000 ",
2018,Arizona State University,104151,Accepted  ,3.35,,,,,,24,,,Business   ,,,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,2.94,,1080,560,520,,,,,Undecided,0,2,,NY,PubA,,
2016,Arizona State University,104151,Accepted  ,2.52,,,,,,,,,,,,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,2.89,,,,,,,,,Business - Sports Management,9,6,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.8,,,,,,24,,,Undecided,4,6,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.15,,1100,580,520,,,,,Biology - Pharmacology/Toxicology,0,12,,MA,PubA,,
2019,Arizona State University,104151,Accepted  ,3.9,1440,,720,720,,,,,Nursing,18,20,,CA,PrivR,,
2015,Arizona State University,104151,Accepted  ,3,1340,1360,420,440,500,,,,Undecided,0,0,,CA,PrivR,,
2015,Arizona State University,104151,Accepted  ,3.18,1760,1760,550,550,660,,,,Speech Pathology,6,4,,CA, PubR,"$56,000 ",
2015,Arizona State University,104151,Accepted  ,3.86,,,,,,,,,,0,12,,CA,PrivA,,
2019,Arizona State University,104151,Accepted  ,3.43,1330,1370,720,650,,,,,Journalism - Broadcast and Digital,8,0,,CA,PrivR,"$58,000 ",
2019,Arizona State University,104151,Accepted  ,3.65,1470,,710,760,,,,,Engineering - Mechanical ,12,14,,CA,PrivR,,checked
2017,Arizona State University,104151,Accepted  ,2.9,,,,,,,,,Communication,,,,CA,PrivA,,
2018,Arizona State University,104151,Accepted  ,3.47,,,,,,25,,,Communication,10,6,,CA,PrivR,,
2018,Arizona State University,104151,Accepted  ,3.93,,,,,,30,,,Art - Interior Architecture,11,22,,TX,,"$62,000 ",
2017,Arizona State University,104151,Accepted  ,2.8,,,,,,,,,Business   ,2,,,CA, PubR,,
2015,Arizona State University,104151,Accepted  ,2.5,,,,,,,,,Engineering - Aero,10,22,,NC, PubR,"$7,000 ",
2018,Arizona State University,104151,Accepted  ,3.45,,1310,650,660,,,,,Business - International ,12,8,,CA, PubR,"$58,000 ",
2018,Arizona State University,104151,Accepted  ,3.77,,1420,720,700,,32,,,Business   ,16,22,,TX, PubR,,
2019,Arizona State University,104151,Accepted  ,3.35,,1260,620,640,,,,,,0,2,,CA,PrivR,,
2016,Arizona State University,104151,Accepted  ,3.3,,,,,,,,,,,,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,2.85,,,,,,,,,Business - Finance,6,8,,CA, PubR,,checked
2019,Arizona State University,104151,Accepted  ,3.26,,1150,560,590,,,,,Political Science,4,12,,CA, PubR,"$32,000 ",
2019,Arizona State University,104151,Accepted  ,3.48,,,,,,26,,,Business   ,16,2,,CA, PubR,"$80,000 ",
2019,Arizona State University,104151,Accepted  ,3.67,,,,,,31,,,Business - Communications,10,10,,MD,PubA,,
2015,Arizona State University,104151,Accepted  ,3.67,,,,,,,,,Undecided,,4,,CA,PrivR,,
2017,Arizona State University,104151,Accepted  ,2.9,,,,,,,,,Business   ,0,0,,CA,PrivA,,
2016,Arizona State University,104151,Accepted  ,3.82,,1960,590,770,600,,,,Engineering ,20,8,,CA, PubR,"$56,000 ",
2018,Arizona State University,104151,Accepted  ,3.18,,1360,600,760,,,,,Biology  ,8,12,,ME,PrivA,,
2018,Arizona State University,104151,Accepted  ,3.3,,1330,630,700,,,,,,7,6,,CA,PubA,,
2018,Arizona State University,104151,Accepted  ,2.3,,1070,570,500,,21,,,Chinese,4,,,TX, PubR,,
2016,Arizona State University,104151,Accepted  ,2.65,,1480,500,530,450,,,,Communication,,2,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.82,1450,1480,700,780,,,740,690,Biology  ,12,22,,CA, PubR,,
2015,Arizona State University,104151,Accepted  ,2.65,1920,1920,660,640,620,,,,Neuroscience,14,6,,CA, PubR,"$32,000 ",
2019,Arizona State University,104151,Accepted  ,3.71,1300,1310,710,600,,,,,Nursing,,,,CA,PubA,,
2018,Arizona State University,104151,Accepted  ,3.9,,,,,,35,,,Business   ,,,,CA, PubR,"$56,000 ",
2018,Arizona State University,104151,Accepted  ,3,,,,,,24,,,Business - Entrepreneurship,6,,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.38,,,,,,32,,,Journalism,14,13,,CA,PrivR,"$100,000 ",
2019,Arizona State University,104151,Not Accepted,1.8,920,920,470,450,,,,,Undecided,0,0,,CT, PubR,,
2019,Arizona State University,104151,Accepted  ,3.13,1210,,610,600,,,,,Biology - Biological Sciences,5,0,,CA, PubR,,
2016,Arizona State University,104151,Accepted  ,3,,,,,,,,,,0,0,,WA,PubA,,
2018,Arizona State University,104151,Accepted  ,3.09,,1110,590,520,,,,,Psychology,,,,CA, PubR,,
2019,Arizona State University,104151,Accepted  ,3.45,,1450,700,750,,,680,690,Aeronautical Management Technology ,8,15,,CA, PubR,,
2015,Arizona State University,104151,Accepted  ,4,2260,2260,800,700,760,,720,690,Undecided,24,,,MA,PrivR,,
2018,Arizona State University,104151,Accepted  ,3.33,,,,,,26,,,Computer Science ,4,4,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,2.56,,1200,630,570,,,720,,Business - Finance,6,1,,CA, PubR,,
2018,Arizona State University,104151,Accepted  ,3,,,,,,26,,,Communication,0,3,EA  ,NJ, PubR,,
2018,Arizona State University,104151,Accepted  ,3.13,,,,,,24,,,Computer Science ,6,,,CA, PubR,,
2016,Arizona State University,104151,Accepted  ,3.17,,1540,510,500,530,,,,Health Science - Nutrition,,2,,NJ, PubR,,
2016,Arizona State University,104151,Accepted  ,2.55,,1480,520,510,450,,,,Business   ,2,2,,WA,PubA,,
2017,Arizona State University,104151,Accepted  ,2.8,,,,,,,,,Pre - Vet,6,,,CA, PubR,"$50,000 ",checked
2016,Arizona State University,104151,Accepted  ,3.43,,1650,570,530,550,,,,Business   ,17,4,,WA, PubR,,
2018,Arizona State University,104151,Accepted  ,3.73,,1210,590,620,,,,,Kinesiology - Exercise Science,12,,,CA, PubR,,
2017,Arizona State University,104151,Accepted  ,3.31,,1120,560,560,,,,,Biology  ,6,12,,CA, PubR,"$208,000 ",
2020,Arizona State University,104151,Accepted  ,2.94,1110,1130,590,540,,,,,Business - Entrepreneurship,0,0,,CA, PubR,,
2020,Arizona State University,104151,Accepted  ,3.36,1300,1300,630,670,,,,,Business  ,2,20,,TX,PrivR,"$72,000 ",
2020,Arizona State University,104151,Accepted  ,3.29,,,,,,31,710,,Computer Science ,12,12,,CA, PubR,,
2020,Arizona State University,104151,Accepted  ,2.82,,,,,,28,,,Business - Sports Management,8,6,,CA, PubR,,
2020,Arizona State University,104151,Accepted  ,3.13,1300,1310,650,660,,,,,Business  ,7,4,,CA,PubA,,
2020,Arizona State University,104151,Accepted  ,3.25,,,,,,,,,Computer Science ,6,8,,CA, PubR,,
2020,Arizona State University,104151,Accepted  ,3.4,,,,,,21,,,Communication,10,6,,CA, PubR,,
2020,Arizona State University,104151,Accepted  ,3.1,,1320,730,710,,,,,Business  ,15,6,,CA,PubA,,
2020,Arizona State University,104151,Accepted  ,2.96,,,,,,35,720,700,Engineering - Mechanical ,10,10,,CA, PubR,,
2020,Arizona State University,104151,Accepted  ,3.75,,,,,,25,,,Business  ,,,,CA,PrivA,,
2020,Arizona State University,104151,Accepted  ,3.95,1400,,740,660,,33,,,Biology - Human Biology,10,12,,CA,PubA,"$62,000 ",
2020,Arizona State University,104151,Accepted  ,2.86,,,,,,23,,,Education - Elementary,6,0,,CA, PubR,,
